Query ID	Gene	Count	Class	Order	Taxon	Agreed taxon	match ID	Identical matches %	Alignment length	Number mismatches	Number gap openings	Start of alignment in query	End of alignment in query	Start of alignment in match	End of alignment in match	Expect value	Bit score
4049|NZAC03012939|Plot-CM30c30_Leaf-Litter|Subplot_L|Leaf-Litter|Isopoda	28S	1	Malacostraca	Isopoda	Malacostraca	Isopoda	gi|487584|gb|U08898.1|TPU08898	96.69	151	5	0	823	973	310	460	1.00E-62	252
3000|NZAC03006350|Plot-CM30c30_Pitfall-Trap|Subplot_N|Pitfall-Trap|Diptera	28S	1	Insecta	Diptera	Insecta	Diptera	gi|295388040|gb|GU597377.1|	96.38	635	19	3	1	633	916	1548	0	1042
3027|NZAC03011535|Plot-3_Pitfall-Trap|Subplot_E|Pitfall-Trap|Diptera	28S	1	Insecta	Diptera	Insecta	Diptera	gi|254029268|gb|FJ171969.1|	88.14	649	47	22	1	642	344	969	0	745
3011|NZAC03010675|Plot-CM30c30_Pitfall-Trap|Subplot_I|Pitfall-Trap|Diptera	28S	2	Insecta	Diptera	Insecta	Diptera	gi|283099691|gb|GU248657.1|	86.46	650	51	26	1	621	380	1021	0	678
2992|NZAC03009346|Plot-CM30c30_Pitfall-Trap|Subplot_I|Pitfall-Trap|Diptera	28S	1	Insecta	Diptera	Insecta	Diptera	gi|513292347|gb|KC435607.1|	89.56	594	39	12	1	571	7	600	0	732
2999|NZAC03006353|Plot-CM30c30_Pitfall-Trap|Subplot_N|Pitfall-Trap|Diptera	28S	2	Insecta	Diptera	Insecta	Diptera	gi|513292347|gb|KC435607.1|	90.42	595	37	13	1	575	6	600	0	765
4064|NZAC03014329|Plot-CM30c30_Leaf-Litter|Subplot_L|Leaf-Litter|Polydesmida	28S	3	Diplopoda	Polydesmida	Myriapoda	Polydesmida	gi|222875978|gb|FJ605293.1|	82.59	925	103	38	1	883	349	1257	0	763
3980|NZAC03011861|Plot-4_Pitfall-Trap|Subplot_A|Pitfall-Trap|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|756794256|gb|KM364306.1|	84.91	888	73	39	1	857	346	1203	0	841
3905|NZAC03011253|Plot-2_Leaf-Litter|Subplot_C|Leaf-Litter|Polydesmida	28S	1	Diplopoda	Polydesmida	Myriapoda	Polydesmida	gi|222875978|gb|FJ605293.1|	80.84	736	85	39	162	868	524	1232	2.00E-149	540
3492|NZAC03013175|Plot-6_Leaf-Litter|Subplot_N|Leaf-Litter|Curculionidae	28S	1	Insecta	Coleoptera	Insecta	Curculionidae	gi|328679067|gb|HQ883547.1|	94	783	39	6	12	788	1	781	0	1179
2661|NZAC03011666|Plot-5_Pitfall-Trap|Subplot_B|Pitfall-Trap|Araneae	28S	2	Arachnida	Araneae	Arachnida	Araneae	gi|461489398|gb|JX137270.1|	90.31	516	41	6	1	513	183	692	0	667
3191|NZAC03012874|Plot-3_Leaf-Litter|Subplot_N|Leaf-Litter|Curculionidae	28S	10	Insecta	Coleoptera	Insecta	Curculionidae	gi|633260212|emb|HE818407.1|	93.2	441	30	0	3	443	261	701	0	649
4401|NZAC03012716|Plot-3_Leaf-Litter|Subplot_N|Leaf-Litter|Isopoda	28S	1	Malacostraca	Isopoda	Malacostraca	Isopoda	gi|591985782|dbj|AB889806.1|	93.87	163	10	0	915	1077	455	617	5.00E-61	246
1768|NZAC03013349|Plot-8_Leaf-Litter|Subplot_O|Leaf-Litter|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|693464934|gb|KJ844984.1|	82.49	611	82	23	1	596	407	1007	4.00E-149	538
2763|NZAC03011598|Plot-4_Pitfall-Trap|Subplot_P|Pitfall-Trap|Formicidae	28S	1	Insecta	Hymenoptera	Insecta	Formicidae	gi|300391049|gb|GQ374768.1|	93.24	695	26	7	2	696	404	1077	0	1003
1406|NZAC03012277|Plot-4_Leaf-Litter|Subplot_A|Leaf-Litter|Lepidoptera	28S	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|18765999|gb|AF423922.1|	92.34	705	46	7	1	702	358	1057	0	996
1701|NZAC03010386|Plot-7_Leaf-Litter|Subplot_M|Leaf-Litter|Curculionidae	28S	1	Insecta	Coleoptera	Insecta	Curculionidae	gi|228014408|gb|FJ867722.1|	93.17	761	29	12	1	758	363	1103	0	1096
1637|NZAC03010151|Plot-7_Leaf-Litter|Subplot_M|Leaf-Litter|Araneae	28S	2	Arachnida	Araneae	Arachnida	Araneae	gi|222822478|gb|FJ607530.1|	82.12	593	82	19	146	727	117	696	2.00E-133	486
4080|NZAC03014280|Plot-CM30c30_Leaf-Litter|Subplot_L|Leaf-Litter|Pseudoscorpiones	28S	1	Arachnida	Pseudoscorpiones	Arachnida	Pseudoscorpiones	gi|193075295|gb|EU559431.1|	92.09	316	18	4	378	688	711	1024	5.00E-119	438
3536|NZAC03013319|Plot-6_Leaf-Litter|Subplot_N|Leaf-Litter|Lepidoptera	28S	2	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|18765999|gb|AF423922.1|	88.64	396	42	2	358	750	747	1142	3.00E-131	479
1400|NZAC03012192|Plot-4_Leaf-Litter|Subplot_A|Leaf-Litter|Hemiptera	28S	12	Insecta	Hemiptera	Insecta	Aphidoidea	gi|485099641|gb|JX513970.1|	99.86	738	0	1	2	739	1	737	0	1356
4048|NZAC03010988|Plot-CM30c30_Leaf-Litter|Subplot_L|Leaf-Litter|Curculionidae	28S	4	Insecta	Coleoptera	Insecta	Curculionidae	gi|228014357|gb|FJ867671.1|	93.01	801	43	8	1	792	363	1159	0	1158
2503|NZAC03009102|Plot-LB1_Pitfall-Trap|Subplot_O|Pitfall-Trap|Staphylinidae	28S	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|693465027|gb|KJ845077.1|	92.01	413	25	6	1	410	666	1073	2.00E-160	575
3046|NZAC03009016|Plot-LB1_Pitfall-Trap|Subplot_C|Pitfall-Trap|Opiliones	28S	1	Arachnida	Opiliones	Arachnida	Opiliones	gi|98365105|gb|DQ518039.1|	100	629	0	0	1	629	404	1032	0	1162
3025|NZAC03009343|Plot-CM30c30_Pitfall-Trap|Subplot_I|Pitfall-Trap|Diptera	28S	1	Insecta	Diptera	Insecta	Diptera	gi|425869882|gb|KC177781.1|	95.25	632	28	2	1	630	190	821	0	1000
4349|NZAC03012911|Plot-3_Leaf-Litter|Subplot_N|Leaf-Litter|Coleoptera	28S	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|228014389|gb|FJ867703.1|	89.45	834	50	23	1	826	363	1166	0	1018
4139|NZAC03013445|Plot-5_Pitfall-Trap|Subplot_A|Pitfall-Trap|Araneae	28S	1	Arachnida	Araneae	Arachnida	Araneae	gi|461489380|gb|JX137252.1|	98.47	785	11	1	28	811	1	785	0	1384
1702|NZAC03010351|Plot-7_Leaf-Litter|Subplot_M|Leaf-Litter|Curculionidae	28S	1	Insecta	Coleoptera	Insecta	Curculionidae	gi|228014340|gb|FJ867654.1|	92.12	330	24	1	302	631	732	1059	7.00E-127	464
2406|NZAC03009064|Plot-LB1_Pitfall-Trap|Subplot_L|Pitfall-Trap|Orthoptera	28S	1	Insecta	Orthoptera	Insecta	Orthoptera	gi|540361481|gb|KF570940.1|	88.48	738	60	19	1	724	311	1037	0	869
3033|NZAC03009347|Plot-CM30c30_Pitfall-Trap|Subplot_I|Pitfall-Trap|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|476002566|gb|JX448876.1|	90.7	710	57	6	1	709	12	713	0	937
1794|NZAC03011156|Plot-CM30c30_Leaf-Litter|Subplot_L|Leaf-Litter|Curculionidae	28S	1	Insecta	Coleoptera	Insecta	Curculionidae	gi|37223290|gb|AY310667.1|	92.71	754	52	3	1	751	373	1126	0	1085
3045|NZAC03006368|Plot-CM30c30_Pitfall-Trap|Subplot_N|Pitfall-Trap|Diptera	28S	1	Insecta	Diptera	Insecta	Diptera	gi|425869881|gb|KC177780.1|	91.46	644	35	13	1	641	351	977	0	867
1688|NZAC03010200|Plot-7_Leaf-Litter|Subplot_M|Leaf-Litter|Hymenoptera	28S	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|300391056|gb|GQ374775.1|	89.09	678	55	13	4	670	399	1068	0	824
1570|NZAC03011204|Plot-6_Leaf-Litter|Subplot_N|Leaf-Litter|Hymenoptera	28S	2	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|300391049|gb|GQ374768.1|	96.41	697	25	0	1	697	351	1047	0	1149
1763|NZAC03013328|Plot-8_Leaf-Litter|Subplot_O|Leaf-Litter|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|299152215|gb|HM156702.1|	79.23	732	96	39	1	694	355	1068	4.00E-125	459
2717|NZAC03011727|Plot-4_Pitfall-Trap|Subplot_A|Pitfall-Trap|Lepidoptera	28S	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|74422578|gb|DQ178877.1|	94.59	462	21	4	1	460	9	468	0	712
3800|NZAC03011838|Plot-5_Pitfall-Trap|Subplot_E|Pitfall-Trap|Lithobiomorpha	28S	2	Chilopoda	Lithobiomorpha	Myriapoda	Lithobiomorpha	gi|300521848|gb|HM453264.1|	89.2	463	30	15	509	964	678	1127	1.00E-155	560
1535|NZAC03012544|Plot-5_Leaf-Litter|Subplot_I|Leaf-Litter|Hemiptera	28S	1	Insecta	Hemiptera	Insecta	Hemiptera	gi|365222969|gb|JQ085536.1|	90.38	312	21	7	1	308	1	307	1.00E-108	403
2801|NZAC03010576|Plot-6_Pitfall-Trap|Subplot_A|Pitfall-Trap|Isopoda	28S	1	Malacostraca	Isopoda	Malacostraca	Isopoda	gi|56968006|gb|AY859552.1|	84.57	324	42	7	284	599	878	1201	1.00E-81	315
3932|NZAC03012330|Plot-8_Leaf-Litter|Subplot_O|Leaf-Litter|Pseudoscorpiones	28S	2	Arachnida	Pseudoscorpiones	Arachnida	Pseudoscorpiones	gi|193075317|gb|EU559453.1|	83.23	787	92	29	1	762	325	1096	0	688
4151|NZAC03011831|Plot-5_Pitfall-Trap|Subplot_B|Pitfall-Trap|Araneae	28S	2	Arachnida	Araneae	Arachnida	Araneae	gi|312145830|gb|HM030424.1|	91.14	519	23	16	1	511	442	945	0	682
4165|NZAC03013559|Plot-5_Pitfall-Trap|Subplot_A|Pitfall-Trap|Hymenoptera	28S	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|672233932|gb|KM265414.1|	91.71	374	26	4	418	791	417	785	9.00E-142	514
4294|NZAC03011554|Plot-6_Pitfall-Trap|Subplot_B|Pitfall-Trap|Coleoptera	28S	3	Insecta	Coleoptera	Insecta	Coleoptera	gi|162072884|gb|EU164667.1|	91.44	794	62	6	1	790	274	1065	0	1085
4053|NZAC03014203|Plot-CM30c30_Leaf-Litter|Subplot_L|Leaf-Litter|Coleoptera	28S	5	Insecta	Coleoptera	Insecta	Coleoptera	gi|693464975|gb|KJ845025.1|	91.73	774	60	3	1	771	351	1123	0	1074
3985|NZAC03011898|Plot-4_Pitfall-Trap|Subplot_A|Pitfall-Trap|Curculionidae	28S	1	Insecta	Coleoptera	Insecta	Curculionidae	gi|228014340|gb|FJ867654.1|	96.68	784	23	2	1	782	363	1145	0	1303
3037|NZAC03006334|Plot-CM30c30_Pitfall-Trap|Subplot_N|Pitfall-Trap|Araneae	28S	4	Arachnida	Araneae	Arachnida	Araneae	gi|222822471|gb|FJ607523.1|	89.52	706	59	14	25	725	1	696	0	880
3864|NZAC03011178|Plot-2_Leaf-Litter|Subplot_C|Leaf-Litter|Lepidoptera	28S	2	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|18765999|gb|AF423922.1|	89.19	768	66	14	1	754	358	1122	0	942
3916|NZAC03011262|Plot-2_Leaf-Litter|Subplot_C|Leaf-Litter|Ptiliidae	28S	1	Insecta	Coleoptera	Insecta	Ptiliidae	gi|693464984|gb|KJ845034.1|	83.53	759	100	21	1	744	352	1100	0	686
1920|NZAC03013936|Plot-LB1_Leaf-Litter|Subplot_E|Leaf-Litter|Staphylinidae	28S	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|507180390|gb|KC132605.1|	92.34	679	43	7	1	678	334	1004	0	957
3924|NZAC03011184|Plot-2_Leaf-Litter|Subplot_C|Leaf-Litter|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|756794253|gb|KM364303.1|	95.09	448	20	2	226	672	660	1106	0	704
2917|NZAC03010886|Plot-1_Pitfall-Trap|Subplot_L|Pitfall-Trap|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|476002538|gb|JX448848.1|	91.19	477	39	2	7	480	104	580	0	645
3557|NZAC03013124|Plot-6_Leaf-Litter|Subplot_N|Leaf-Litter|Diptera	28S	1	Insecta	Diptera	Insecta	Diptera	gi|689578175|emb|LM049720.1|	95.54	157	4	3	531	685	711	866	9.00E-62	248
1563|NZAC03011301|Plot-6_Leaf-Litter|Subplot_N|Leaf-Litter|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|338164100|gb|JF763588.1|	93.15	759	42	9	1	756	325	1076	0	1105
4325|NZAC03013012|Plot-2_Leaf-Litter|Subplot_C|Leaf-Litter|Curculionidae	28S	2	Insecta	Coleoptera	Insecta	Curculionidae	gi|228014340|gb|FJ867654.1|	97.32	783	18	2	1	781	364	1145	0	1328
4248|NZAC03009249|Plot-LB1_Pitfall-Trap|Subplot_L|Pitfall-Trap|Coleoptera	28S	3	Insecta	Coleoptera	Insecta	Coleoptera	gi|48995361|gb|AY243782.2|	90.31	795	46	25	1	785	12	785	0	1013
3994|NZAC03010573|Plot-4_Pitfall-Trap|Subplot_H|Pitfall-Trap|Coleoptera	28S	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|37223289|gb|AY310666.1|	89.86	789	72	8	1	787	373	1155	0	1007
3763|NZAC03009143|Plot-LB1_Pitfall-Trap|Subplot_C|Pitfall-Trap|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|693464929|gb|KJ844979.1|	100	770	0	0	1	770	351	1120	0	1423
1560|NZAC03012154|Plot-6_Leaf-Litter|Subplot_I|Leaf-Litter|Hemiptera	28S	2	Insecta	Hemiptera	Insecta	Hemiptera	gi|585865595|gb|KF781233.1|	93.76	785	42	2	1	779	124	907	0	1171
4448|NZAC03010082|Plot-1_Leaf-Litter|Subplot_L|Leaf-Litter|Staphylinidae	28S	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|693464975|gb|KJ845025.1|	92.56	780	51	6	1	780	351	1123	0	1112
3765|NZAC03010625|Plot-6_Pitfall-Trap|Subplot_E|Pitfall-Trap|Staphylinidae	28S	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|507180350|gb|KC132565.1|	94.82	676	30	3	1	676	306	976	0	1051
4232|NZAC03013629|Plot-2_Pitfall-Trap|Subplot_E|Pitfall-Trap|Araneae	28S	2	Arachnida	Araneae	Arachnida	Araneae	gi|452091398|gb|JN816916.1|	87.94	796	80	14	1	788	34	821	0	924
4191|NZAC03013106|Plot-6_Leaf-Litter|Subplot_N|Leaf-Litter|Opiliones	28S	2	Arachnida	Opiliones	Arachnida	Opiliones	gi|328506989|gb|GQ912788.2|	94.86	797	40	1	1	797	323	1118	0	1245
1473|NZAC03012310|Plot-4_Leaf-Litter|Subplot_A|Leaf-Litter|Polydesmida	28S	1	Diplopoda	Polydesmida	Myriapoda	Polydesmida	gi|56968016|gb|AY859562.1|	84.83	666	69	25	1	657	1352	1994	4.00E-180	641
1416|NZAC03012228|Plot-4_Leaf-Litter|Subplot_A|Leaf-Litter|Araneae	28S	1	Arachnida	Araneae	Arachnida	Araneae	gi|452091379|gb|JN816897.1|	81.46	410	50	19	366	770	360	748	3.00E-81	313
4475|NZAC03010720|Plot-CM30c30_Pitfall-Trap|Subplot_M|Pitfall-Trap|Opiliones	28S	1	Arachnida	Opiliones	Arachnida	Opiliones	gi|667697018|gb|KJ871568.1|	99.75	814	2	0	1	814	368	1181	0	1495
1625|NZAC03013115|Plot-6_Leaf-Litter|Subplot_N|Leaf-Litter|Endopterygota	28S	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|693464846|gb|KJ844896.1|	92.44	516	27	8	1	514	352	857	0	726
2941|NZAC03010869|Plot-1_Pitfall-Trap|Subplot_L|Pitfall-Trap|Pseudoscorpiones	28S	2	Arachnida	Pseudoscorpiones	Arachnida	Pseudoscorpiones	gi|193075328|gb|EU559464.1|	91.69	325	20	7	132	452	746	1067	7.00E-121	444
4348|NZAC03012870|Plot-3_Leaf-Litter|Subplot_N|Leaf-Litter|Isopoda	28S	1	Malacostraca	Isopoda	Malacostraca	Isopoda	gi|487584|gb|U08898.1|TPU08898	96.71	152	5	0	838	989	310	461	3.00E-63	254
1492|NZAC03012426|Plot-4_Leaf-Litter|Subplot_A|Leaf-Litter|Formicidae	28S	1	Insecta	Hymenoptera	Insecta	Formicidae	gi|89477142|gb|DQ400984.1|	90.12	810	32	27	1	806	371	1136	0	1009
3516|NZAC03011885|Plot-6_Leaf-Litter|Subplot_I|Leaf-Litter|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|444301571|gb|JX845026.1|	89.33	806	63	20	10	807	1	791	0	990
4214|NZAC03013490|Plot-2_Pitfall-Trap|Subplot_E|Pitfall-Trap|Polydesmida	28S	3	Diplopoda	Polydesmida	Myriapoda	Polydesmida	gi|222875978|gb|FJ605293.1|	83.2	762	78	31	134	865	516	1257	0	652
3509|NZAC03011724|Plot-6_Leaf-Litter|Subplot_I|Leaf-Litter|Araneae	28S	1	Arachnida	Araneae	Arachnida	Araneae	gi|426274254|gb|JX240288.1|	94.74	323	13	4	517	835	1	323	7.00E-138	501
3511|NZAC03011787|Plot-6_Leaf-Litter|Subplot_I|Leaf-Litter|Hemiptera	28S	1	Insecta	Hemiptera	Insecta	Hemiptera	gi|169144610|gb|EU183677.1|	96.78	342	11	0	493	834	1	342	4.00E-160	575
1838|NZAC03010996|Plot-CM30c30_Leaf-Litter|Subplot_L|Leaf-Litter|Cerambycidae	28S	1	Insecta	Coleoptera	Insecta	Cerambycidae	gi|299152214|gb|HM156701.1|	91.22	786	48	14	1	783	336	1103	0	1050
3943|NZAC03011390|Plot-8_Leaf-Litter|Subplot_O|Leaf-Litter|Hymenoptera	28S	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|300391052|gb|GQ374771.1|	93.93	791	44	4	1	789	351	1139	0	1192
4318|NZAC03011413|Plot-2_Leaf-Litter|Subplot_C|Leaf-Litter|Coleoptera	28S	7	Insecta	Coleoptera	Insecta	Staphylinidae	gi|476002544|gb|JX448854.1|	92.28	790	49	7	1	786	20	801	0	1112
1855|NZAC03014353|Plot-LB1_Leaf-Litter|Subplot_E|Leaf-Litter|Hymenoptera	28S	2	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|300391056|gb|GQ374775.1|	98.97	773	7	1	1	773	351	1122	0	1382
4456|NZAC03010697|Plot-CM30c30_Pitfall-Trap|Subplot_M|Pitfall-Trap|Staphylinidae	28S	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|693464975|gb|KJ845025.1|	92.01	776	55	6	1	772	351	1123	0	1083
4060|NZAC03013134|Plot-CM30c30_Leaf-Litter|Subplot_L|Leaf-Litter|Polydesmida	28S	1	Diplopoda	Polydesmida	Myriapoda	Polydesmida	gi|222875978|gb|FJ605293.1|	82.63	927	101	44	1	884	349	1258	0	765
4338|NZAC03012991|Plot-2_Leaf-Litter|Subplot_C|Leaf-Litter|Curculionidae	28S	2	Insecta	Coleoptera	Insecta	Curculionidae	gi|228014389|gb|FJ867703.1|	92.14	814	42	11	1	796	363	1172	0	1129
4389|NZAC03012853|Plot-3_Leaf-Litter|Subplot_N|Leaf-Litter|Symphyla	28S	1	Myriapoda	Symphyla	Myriapoda	Symphyla	gi|32527533|gb|AY210821.1|	92.02	927	54	18	1	924	642	1551	0	1297
2623|NZAC03011558|Plot-6_Pitfall-Trap|Subplot_B|Pitfall-Trap|Araneae	28S	1	Arachnida	Araneae	Arachnida	Araneae	gi|133902426|gb|EF201663.1|	88.75	542	53	8	1	538	545	1082	0	676
2430|NZAC03011670|Plot-4_Pitfall-Trap|Subplot_O|Pitfall-Trap|Coleoptera	28S	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|228014394|gb|FJ867708.1|	79.96	569	95	15	1	567	382	933	3.00E-110	409
4411|NZAC03012744|Plot-3_Leaf-Litter|Subplot_N|Leaf-Litter|Hymenoptera	28S	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|300391045|gb|GQ374764.1|	92.91	832	39	15	1	828	350	1165	0	1192
1677|NZAC03009328|Plot-7_Leaf-Litter|Subplot_M|Leaf-Litter|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|693464894|gb|KJ844944.1|	87.67	730	75	14	1	722	352	1074	0	835
4045|NZAC03014218|Plot-CM30c30_Leaf-Litter|Subplot_L|Leaf-Litter|Geophilomorpha	28S	2	Chilopoda	Geophilomorpha	Myriapoda	Geophilomorpha	gi|300521883|gb|HM453299.1|	96.93	163	5	0	870	1032	1527	1689	6.00E-70	276
3019|NZAC03011452|Plot-3_Pitfall-Trap|Subplot_E|Pitfall-Trap|Diptera	28S	1	Insecta	Diptera	Insecta	Diptera	gi|425869913|gb|KC177812.1|	91.41	640	40	13	1	639	336	961	0	863
3002|NZAC03009350|Plot-CM30c30_Pitfall-Trap|Subplot_I|Pitfall-Trap|Diptera	28S	1	Insecta	Diptera	Insecta	Diptera	gi|513292347|gb|KC435607.1|	88.83	609	42	15	1	597	6	600	0	725
4311|NZAC03011439|Plot-6_Pitfall-Trap|Subplot_B|Pitfall-Trap|Hymenoptera	28S	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|478426859|gb|JX303707.1|	90.77	704	45	12	1	691	62	758	0	922
1691|NZAC03010356|Plot-7_Leaf-Litter|Subplot_M|Leaf-Litter|Thysanoptera	28S	1	Insecta	Thysanoptera	Insecta	Thysanoptera	gi|449084648|gb|KC513119.1|	87.73	326	28	9	383	700	643	964	2.00E-98	370
4047|NZAC03014198|Plot-CM30c30_Leaf-Litter|Subplot_L|Leaf-Litter|Isopoda	28S	2	Malacostraca	Isopoda	Malacostraca	Isopoda	gi|487584|gb|U08898.1|TPU08898	94.61	167	9	0	803	969	295	461	6.00E-65	259
3091|NZAC03009021|Plot-LB1_Pitfall-Trap|Subplot_C|Pitfall-Trap|Formicidae	28S	1	Insecta	Hymenoptera	Insecta	Formicidae	gi|676652488|gb|KJ859925.1|	96.76	340	8	3	1	337	368	707	8.00E-157	564
1873|NZAC03014351|Plot-CM30c30_Leaf-Litter|Subplot_L|Leaf-Litter|Formicidae	28S	1	Insecta	Hymenoptera	Insecta	Formicidae	gi|87047477|gb|DQ353631.1|	99.65	286	1	0	398	683	845	1130	1.00E-144	523
2788|NZAC03010495|Plot-6_Pitfall-Trap|Subplot_A|Pitfall-Trap|Araneae	28S	1	Arachnida	Araneae	Arachnida	Araneae	gi|222822471|gb|FJ607523.1|	91.27	699	47	11	28	723	1	688	0	941
3896|NZAC03011268|Plot-2_Leaf-Litter|Subplot_C|Leaf-Litter|Pauropoda	28S	1	Myriapoda	Pauropoda	Myriapoda	Pauropoda	gi|339511040|gb|JF918928.1|	89.64	193	11	5	723	914	1164	1348	3.00E-58	237
1439|NZAC03012301|Plot-4_Leaf-Litter|Subplot_A|Leaf-Litter|Staphylinidae	28S	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|693464975|gb|KJ845025.1|	95.45	682	30	1	1	681	351	1032	0	1086
1487|NZAC03012422|Plot-4_Leaf-Litter|Subplot_A|Leaf-Litter|Coleoptera	28S	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|162072659|gb|EU164668.1|	89.69	572	44	6	22	578	503	1074	0	715
1782|NZAC03013267|Plot-8_Leaf-Litter|Subplot_O|Leaf-Litter|Pseudoscorpiones	28S	1	Arachnida	Pseudoscorpiones	Arachnida	Pseudoscorpiones	gi|193075322|gb|EU559458.1|	84.62	689	82	22	1	676	343	1020	0	664
2518|NZAC03009268|Plot-LB1_Pitfall-Trap|Subplot_O|Pitfall-Trap|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|693464929|gb|KJ844979.1|	86.73	784	88	13	1	778	351	1124	0	857
3525|NZAC03013275|Plot-8_Leaf-Litter|Subplot_O|Leaf-Litter|Curculionidae	28S	1	Insecta	Coleoptera	Insecta	Curculionidae	gi|228014408|gb|FJ867722.1|	83.31	761	87	18	1	734	363	1110	0	665
2514|NZAC03009115|Plot-LB1_Pitfall-Trap|Subplot_O|Pitfall-Trap|Coleoptera	28S	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|693465050|gb|KJ845100.1|	84.12	762	86	27	1	757	334	1065	0	704
4487|NZAC03013852|Plot-LB1_Leaf-Litter|Subplot_E|Leaf-Litter|Araneae	28S	1	Arachnida	Araneae	Arachnida	Araneae	gi|460276636|gb|JX017355.1|	96.84	697	17	4	1	696	129	821	0	1162
2765|NZAC03011571|Plot-4_Pitfall-Trap|Subplot_P|Pitfall-Trap|Hymenoptera	28S	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|742524155|gb|KM587028.1|	91.4	767	55	7	1	763	30	789	0	1040
1667|NZAC03009287|Plot-7_Leaf-Litter|Subplot_M|Leaf-Litter|Eupulmonata	28S	1	Gastropoda	Gastropoda	Gastropoda	Eupulmonata	gi|448645730|gb|JX098077.1|	85.06	542	50	22	4	526	457	986	1.00E-144	523
2993|NZAC03009335|Plot-CM30c30_Pitfall-Trap|Subplot_I|Pitfall-Trap|Diptera	28S	1	Insecta	Diptera	Insecta	Diptera	gi|425869822|gb|KC177721.1|	93.33	615	37	2	1	611	347	961	0	905
2990|NZAC03006325|Plot-CM30c30_Pitfall-Trap|Subplot_N|Pitfall-Trap|Diptera	28S	1	Insecta	Diptera	Insecta	Diptera	gi|400234338|gb|JN664719.1|	95.32	619	24	5	1	616	326	942	0	977
3485|NZAC03012710|Plot-3_Leaf-Litter|Subplot_N|Leaf-Litter|Pseudoscorpiones	28S	1	Arachnida	Pseudoscorpiones	Arachnida	Pseudoscorpiones	gi|193075328|gb|EU559464.1|	85.84	692	71	20	1	680	329	1005	0	710
3914|NZAC03011174|Plot-2_Leaf-Litter|Subplot_C|Leaf-Litter|Hymenoptera	28S	2	Insecta	Hymenoptera	Insecta	Formicidae	gi|300391013|gb|GQ374732.1|	97.06	781	19	3	1	777	350	1130	0	1312
3991|NZAC03011912|Plot-4_Pitfall-Trap|Subplot_A|Pitfall-Trap|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|476002564|gb|JX448874.1|	88.81	804	76	11	1	803	12	802	0	974
3901|NZAC03011340|Plot-2_Leaf-Litter|Subplot_C|Leaf-Litter|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|553062930|gb|KC525048.1|	89	800	73	13	1	795	309	1098	0	977
3032|NZAC03010671|Plot-CM30c30_Pitfall-Trap|Subplot_I|Pitfall-Trap|Diptera	28S	1	Insecta	Diptera	Insecta	Diptera	gi|202070916|gb|FJ040555.1|	89.44	606	46	13	1	596	380	977	0	749
2413|NZAC03009244|Plot-LB1_Pitfall-Trap|Subplot_L|Pitfall-Trap|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|476002542|gb|JX448852.1|	90.78	564	47	4	3	565	142	701	0	749
